,Mercury/Apollodorus (Survival),Mercury/Apollodorus (Survival)
9250,No Return,Rare (7.49%)
9251,Hornet Strike,Rare (7.49%)
9252,Reflex Coil,Rare (7.49%)
9253,Deep Freeze,Rare (7.49%)
9254,North Wind,Rare (7.49%)
9255,Cryo Rounds,Rare (7.49%)
9256,Hell's Chamber,Rare (7.49%)
9257,Streamline,Rare (7.49%)
9258,Shocking Touch,Rare (7.49%)
9259,Stormbringer,Rare (7.49%)
9260,High Noon,Ultra Rare (1.29%)
9261,Crushing Ruin,Ultra Rare (1.29%)
9262,Rotation C,Rotation C
9263,Rime Rounds,Rare (7.37%)
9264,Scattering Inferno,Rare (7.37%)
9265,Failsafe,Common (37.94%)
9266,Coiling Viper,Common (37.94%)
9267,Cleaving Whirlwind,Rare (2.01%)
9268,Ivara Chassis Blueprint,Rare (7.37%)
9269,,
9270,Lua/Tycho (Survival),Lua/Tycho (Survival)
9271,Rotation A,Rotation A
9272,"3,000 Credits Cache",Uncommon (25.00%)
9273,"3,000 Credits Cache",Uncommon (25.00%)
9274,"3,000 Credits Cache",Uncommon (25.00%)
9275,400 Endo,Uncommon (25.00%)
9276,Rotation B,Rotation B
9277,Steel Fiber,Rare (6.67%)
9278,Stretch,Rare (6.67%)
9279,Serration,Rare (6.67%)
9280,Hell's Chamber,Rare (6.67%)
9281,Hornet Strike,Rare (6.67%)
9282,Flow,Rare (6.67%)
9283,Split Chamber,Rare (6.67%)
9284,Stabilizer,Rare (6.67%)
9285,Neo S17 Relic,Rare (6.67%)
9286,Neo L2 Relic,Rare (6.67%)
9287,Neo K5 Relic,Rare (6.67%)
9288,Neo N22 Relic,Rare (6.67%)
9289,Neo C3 Relic,Rare (6.67%)
9290,Neo C2 Relic,Rare (6.67%)
9291,Neo M4 Relic,Rare (6.67%)
9292,Rotation C,Rotation C
9293,Cleanse Infested,Rare (3.76%)
9294,Pistol Ammo Mutation,Rare (3.76%)
9295,Arrow Mutation,Rare (3.76%)
9296,Rifle Ammo Mutation,Rare (3.76%)
9297,Sniper Ammo Mutation,Rare (3.76%)
9298,Shotgun Ammo Mutation,Rare (3.76%)
9299,Axi H6 Relic,Uncommon (11.06%)
9300,Axi A16 Relic,Uncommon (11.06%)
9301,Axi G10 Relic,Uncommon (11.06%)
9302,Axi B6 Relic,Uncommon (11.06%)
9303,Axi K11 Relic,Uncommon (11.06%)
9304,Axi N10 Relic,Uncommon (11.06%)
9305,Axi T10 Relic,Uncommon (11.06%)
9306,,
9307,Lua/SțFler (Defense),Lua/SțFler (Defense)
9308,Rotation A,Rotation A
9309,Vitality,Uncommon (10.00%)
9310,Magazine Warp,Uncommon (10.00%)
9311,Trick Mag,Uncommon (10.00%)
9312,Neo S17 Relic,Uncommon (10.00%)
9313,Neo L2 Relic,Uncommon (10.00%)
9314,Neo K5 Relic,Uncommon (10.00%)
9315,Neo N22 Relic,Uncommon (10.00%)
9316,Neo C3 Relic,Uncommon (10.00%)
9317,Neo C2 Relic,Uncommon (10.00%)
9318,Neo M4 Relic,Uncommon (10.00%)
9319,Rotation B,Rotation B
9320,Hornet Strike,Rare (6.67%)
9321,Reflex Coil,Rare (6.67%)
9322,Deep Freeze,Rare (6.67%)
9323,North Wind,Rare (6.67%)
9324,Hell's Chamber,Rare (6.67%)
9325,Streamline,Rare (6.67%)
9326,Shocking Touch,Rare (6.67%)
9327,200 Endo,Rare (6.67%)
9328,Axi H6 Relic,Rare (6.67%)
9329,Axi A16 Relic,Rare (6.67%)
9330,Axi G10 Relic,Rare (6.67%)
9331,Axi B6 Relic,Rare (6.67%)
9332,Axi K11 Relic,Rare (6.67%)
9333,Axi N10 Relic,Rare (6.67%)
9334,Axi T10 Relic,Rare (6.67%)
9335,Rotation C,Rotation C
9336,Vital Sense,Rare (2.26%)
9337,Metal Auger,Rare (2.26%)
9338,Ravage,Rare (2.26%)
9339,Stretch,Rare (2.26%)
9340,Handspring,Rare (2.26%)
9341,Convulsion,Rare (2.26%)
9342,Split Chamber,Rare (2.26%)
9343,Continuity,Rare (2.26%)
9344,Master Thief,Rare (2.26%)
9345,400 Endo,Rare (2.26%)
9346,Axi H6 Relic,Uncommon (11.06%)
9347,Axi A16 Relic,Uncommon (11.06%)
9348,Axi G10 Relic,Uncommon (11.06%)
9349,Axi B6 Relic,Uncommon (11.06%)
9350,Axi K11 Relic,Uncommon (11.06%)
9351,Axi N10 Relic,Uncommon (11.06%)
9352,Axi T10 Relic,Uncommon (11.06%)
9353,,
9354,Lua/Copernicus (Capture),Lua/Copernicus (Capture)
9355,Vitality,Uncommon (10.84%)
9356,Fast Deflection,Uncommon (10.84%)
9357,Rush,Uncommon (11.06%)
9358,Magazine Warp,Uncommon (10.84%)
9359,Trick Mag,Uncommon (10.84%)
9360,Pressure Point,Legendary (0.34%)
9361,Ammo Drum,Uncommon (11.06%)
9362,Fast Hands,Uncommon (10.84%)
9363,Quickdraw,Uncommon (10.84%)
9364,Health Restore (Large),Uncommon (10.84%)
9365,Omni Ammo Box,Legendary (0.34%)
9366,North Wind,Legendary (0.34%)
9367,Shocking Touch,Legendary (0.34%)
9368,Molten Impact,Legendary (0.34%)
9369,Stretch,Legendary (0.34%)
9370,,
9371,Lua/Zeipel (Rescue),Lua/Zeipel (Rescue)
9372,Rotation A,Rotation A
9373,Phase Specter Blueprint,Very Common (100.00%)
9374,Rotation B,Rotation B
9375,Force Specter Blueprint,Very Common (100.00%)
9376,Rotation C,Rotation C
9377,Cosmic Specter Blueprint,Very Common (100.00%)
9378,,
9379,Lua/Apollo (Disruption),Lua/Apollo (Disruption)
9380,Rotation A,Rotation A
9381,Neo S17 Relic,Uncommon (14.29%)
9382,Neo L2 Relic,Uncommon (14.29%)
9383,Neo K5 Relic,Uncommon (14.29%)
9384,Neo N22 Relic,Uncommon (14.29%)
9385,Neo C3 Relic,Uncommon (14.29%)
9386,Neo C2 Relic,Uncommon (14.29%)
9387,Neo M4 Relic,Uncommon (14.29%)
9388,Rotation B,Rotation B
9389,Axi H6 Relic,Uncommon (14.29%)
9390,Axi A16 Relic,Uncommon (14.29%)
9391,Axi G10 Relic,Uncommon (14.29%)
9392,Axi B6 Relic,Uncommon (14.29%)
9393,Axi K11 Relic,Uncommon (14.29%)
9394,Axi N10 Relic,Uncommon (14.29%)
9395,Axi T10 Relic,Uncommon (14.29%)
9396,Rotation C,Rotation C
9397,Axi H6 Relic,Uncommon (12.42%)
9398,Axi A16 Relic,Uncommon (12.42%)
9399,Axi G10 Relic,Uncommon (12.42%)
9400,Lua Lens Blueprint,Rare (8.05%)
9401,Universal Medallion,Rare (5.03%)
9402,Axi B6 Relic,Uncommon (12.42%)
9403,Axi K11 Relic,Uncommon (12.42%)
9404,Axi N10 Relic,Uncommon (12.42%)
9405,Axi T10 Relic,Uncommon (12.42%)
9406,,
9407,Lua/Yuvarium (Survival),Lua/Yuvarium (Survival)
9408,Rotation A,Rotation A
9409,"3,000 Credits Cache",Common (38.72%)
9410,Somatic Fibers,Common (38.72%)
9411,400 Endo,Rare (7.52%)
9412,Perigale Blueprint,Rare (7.52%)
9413,Sarofang Blueprint,Rare (7.52%)
9414,Rotation B,Rotation B
9415,Neo S17 Relic,Uncommon (10.00%)
9416,Neo L2 Relic,Uncommon (10.00%)
9417,Neo K5 Relic,Uncommon (10.00%)
9418,Neo N22 Relic,Uncommon (10.00%)
9419,Neo C3 Relic,Uncommon (10.00%)
9420,Neo C2 Relic,Uncommon (10.00%)
9421,Neo M4 Relic,Uncommon (10.00%)
9422,Sarofang Blade,Rare (6.00%)
9423,Sarofang Handle,Rare (6.00%)
9424,Perigale Barrel,Rare (6.00%)
9425,Perigale Receiver,Rare (6.00%)
9426,Perigale Stock,Rare (6.00%)
9427,Rotation C,Rotation C
9428,Axi H6 Relic,Uncommon (11.36%)
9429,Axi A16 Relic,Uncommon (11.36%)
9430,Axi G10 Relic,Uncommon (11.36%)
9431,Axi B6 Relic,Uncommon (11.36%)
9432,Axi K11 Relic,Uncommon (11.36%)
9433,Axi N10 Relic,Uncommon (11.36%)
9434,Axi T10 Relic,Uncommon (11.36%)
9435,Voruna Blueprint,Rare (6.82%)
9436,Voruna Chassis Blueprint,Rare (4.55%)
9437,Voruna Neuroptics Blueprint,Rare (4.55%)
9438,Voruna Systems Blueprint,Rare (4.55%)
9439,,
9440,Lua/Yuvarium (Survival) Extra,Lua/Yuvarium (Survival) Extra
9441,Rotation A,Rotation A
9442,3X Lua Thrax Plasm,Very Common (100.00%)
9443,Rotation B,Rotation B
9444,3X Lua Thrax Plasm,Very Common (100.00%)
9445,Rotation C,Rotation C
9446,3X Lua Thrax Plasm,Very Common (100.00%)
9447,,
9448,Lua/Circulus (Survival),Lua/Circulus (Survival)
9449,Rotation A,Rotation A
9450,400 Endo,Common (38.72%)
9451,Somatic Fibers,Common (38.72%)
9452,Perigale Blueprint,Uncommon (11.28%)
9453,Sarofang Blueprint,Uncommon (11.28%)
9454,Rotation B,Rotation B
9455,Neo S17 Relic,Rare (4.76%)
9456,Neo L2 Relic,Rare (4.76%)
9457,Neo K5 Relic,Rare (4.76%)
9458,Neo N22 Relic,Rare (4.76%)
9459,Neo C3 Relic,Rare (4.76%)
9460,Neo C2 Relic,Rare (4.76%)
9461,Neo M4 Relic,Rare (4.76%)
9462,Sarofang Blade,Uncommon (10.16%)
9463,Sarofang Handle,Uncommon (10.16%)
9464,Perigale Barrel,Uncommon (10.16%)
9465,Perigale Receiver,Uncommon (10.16%)
9466,Perigale Stock,Uncommon (10.16%)
9467,Conjunction Voltage,Rare (7.94%)
9468,Arcane Rise,Rare (7.94%)
9469,Rotation C,Rotation C
9470,Axi H6 Relic,Rare (6.12%)
9471,Axi A16 Relic,Rare (6.12%)
9472,Axi G10 Relic,Rare (6.12%)
9473,Axi B6 Relic,Rare (6.12%)
9474,Axi K11 Relic,Rare (6.12%)
9475,Axi N10 Relic,Rare (6.12%)
9476,Axi T10 Relic,Rare (6.12%)
9477,Voruna Blueprint,Uncommon (12.24%)
9478,Voruna Chassis Blueprint,Rare (8.16%)
9479,Voruna Neuroptics Blueprint,Rare (8.16%)
9480,Voruna Systems Blueprint,Rare (8.16%)
9481,Arcane Blessing,Uncommon (10.20%)
9482,Primary Frostbite,Uncommon (10.20%)
9483,,
9484,Lua/Circulus (Survival) Extra,Lua/Circulus (Survival) Extra
9485,Rotation A,Rotation A
9486,5X Lua Thrax Plasm,Very Common (100.00%)
9487,Rotation B,Rotation B
9488,5X Lua Thrax Plasm,Very Common (100.00%)
9489,Rotation C,Rotation C
9490,5X Lua Thrax Plasm,Very Common (100.00%)
9491,,
9492,Kuva Fortress/Nabuk (Defense),Kuva Fortress/Nabuk (Defense)
9493,Rotation A,Rotation A
9494,Vitality,Uncommon (10.00%)
9495,Magazine Warp,Uncommon (10.00%)
9496,Trick Mag,Uncommon (10.00%)
9497,Neo S17 Relic,Uncommon (10.00%)
9498,Neo L2 Relic,Uncommon (10.00%)
9499,Neo K5 Relic,Uncommon (10.00%)
9500,Neo N22 Relic,Uncommon (10.00%)
9501,Neo C3 Relic,Uncommon (10.00%)
9502,Neo C2 Relic,Uncommon (10.00%)
9503,Neo M4 Relic,Uncommon (10.00%)
9504,Rotation B,Rotation B
9505,Hornet Strike,Rare (6.67%)
9506,Reflex Coil,Rare (6.67%)
9507,Deep Freeze,Rare (6.67%)
9508,North Wind,Rare (6.67%)
9509,Hell's Chamber,Rare (6.67%)
9510,Streamline,Rare (6.67%)
9511,Shocking Touch,Rare (6.67%)
9512,200 Endo,Rare (6.67%)
9513,Axi H6 Relic,Rare (6.67%)
9514,Axi A16 Relic,Rare (6.67%)
9515,Axi G10 Relic,Rare (6.67%)
9516,Axi B6 Relic,Rare (6.67%)
9517,Axi K11 Relic,Rare (6.67%)
9518,Axi N10 Relic,Rare (6.67%)
9519,Axi T10 Relic,Rare (6.67%)
9520,Rotation C,Rotation C
9521,Vital Sense,Rare (2.26%)
9522,Metal Auger,Rare (2.26%)
9523,Ravage,Rare (2.26%)
9524,Stretch,Rare (2.26%)
9525,Handspring,Rare (2.26%)
9526,Convulsion,Rare (2.26%)
9527,Split Chamber,Rare (2.26%)
9528,Continuity,Rare (2.26%)
9529,Master Thief,Rare (2.26%)
9530,400 Endo,Rare (2.26%)
9531,Axi H6 Relic,Uncommon (11.06%)
9532,Axi A16 Relic,Uncommon (11.06%)
9533,Axi G10 Relic,Uncommon (11.06%)
9534,Axi B6 Relic,Uncommon (11.06%)
9535,Axi K11 Relic,Uncommon (11.06%)
9536,Axi N10 Relic,Uncommon (11.06%)
9537,Axi T10 Relic,Uncommon (11.06%)
9538,,
9539,Kuva Fortress/Taveuni (Survival),Kuva Fortress/Taveuni (Survival)
9540,Rotation A,Rotation A
9541,"3,000 Credits Cache",Uncommon (25.00%)
9542,"3,000 Credits Cache",Uncommon (25.00%)
9543,"3,000 Credits Cache",Uncommon (25.00%)
9544,400 Endo,Uncommon (25.00%)
9545,Rotation B,Rotation B
9546,Steel Fiber,Rare (6.67%)
9547,Stretch,Rare (6.67%)
9548,Serration,Rare (6.67%)
9549,Hell's Chamber,Rare (6.67%)
9550,Hornet Strike,Rare (6.67%)
9551,Flow,Rare (6.67%)
9552,Split Chamber,Rare (6.67%)
9553,Stabilizer,Rare (6.67%)
9554,Neo S17 Relic,Rare (6.67%)
9555,Neo L2 Relic,Rare (6.67%)
9556,Neo K5 Relic,Rare (6.67%)
9557,Neo N22 Relic,Rare (6.67%)
9558,Neo C3 Relic,Rare (6.67%)
9559,Neo C2 Relic,Rare (6.67%)
9560,Neo M4 Relic,Rare (6.67%)
9561,Rotation C,Rotation C
9562,Pistol Ammo Mutation,Rare (4.00%)
9563,Arrow Mutation,Rare (4.00%)
9564,Rifle Ammo Mutation,Rare (4.00%)
9565,Sniper Ammo Mutation,Rare (4.00%)
9566,Shotgun Ammo Mutation,Rare (4.00%)
9567,Axi H6 Relic,Rare (8.00%)
9568,Axi A16 Relic,Rare (8.00%)
9569,Axi G10 Relic,Rare (8.00%)
9570,Axi B6 Relic,Rare (8.00%)
9571,Axi K11 Relic,Rare (8.00%)
9572,Axi N10 Relic,Rare (8.00%)
9573,Axi T10 Relic,Rare (8.00%)
9574,Harrow Neuroptics Blueprint,Uncommon (12.00%)
9575,Harrow Systems Blueprint,Uncommon (12.00%)
9576,,
9577,Kuva Fortress/Tamu (Disruption),Kuva Fortress/Tamu (Disruption)
9578,Rotation A,Rotation A
9579,100X Kuva,Very Common (100.00%)
9580,Rotation B,Rotation B
9581,200X Kuva,Very Common (100.00%)
9582,Rotation C,Rotation C
9583,350X Kuva,Very Common (95.00%)
9584,Universal Medallion,Rare (5.00%)
9585,,
9586,Kuva Fortress/Dakata (Caches),Kuva Fortress/Dakata (Caches)
9587,Rotation A,Rotation A
9588,"10,000 Credits Cache",Very Common (100.00%)
9589,Rotation B,Rotation B
9590,400 Endo,Uncommon (12.65%)
9591,400 Endo,Uncommon (12.65%)
9592,400 Endo,Uncommon (12.65%)
9593,400 Endo,Uncommon (11.06%)
9594,400 Endo,Uncommon (11.06%)
9595,400 Endo,Rare (2.01%)
9596,400X Circuits,Uncommon (12.65%)
9597,400X Rubedo,Uncommon (12.65%)
9598,300X Plastids,Uncommon (12.65%)
9599,Rotation C,Rotation C
9600,600 Endo,Uncommon (10.79%)
9601,600 Endo,Uncommon (10.79%)
9602,600 Endo,Uncommon (10.79%)
9603,600 Endo,Rare (3.67%)
9604,Orokin Cell,Uncommon (10.79%)
9605,Gallium,Uncommon (10.79%)
9606,Neurodes,Uncommon (10.79%)
9607,Cyclone Kraken,Uncommon (10.79%)
9608,2X Orokin Cell,Rare (3.67%)
9609,2X Gallium,Rare (3.67%)
9610,2X Neural Sensors,Rare (3.67%)
9611,Argon Crystal,Rare (3.67%)
9612,Tellurium,Rare (3.67%)
9613,Nitain Extract,Rare (2.00%)
9614,Xiphos Avionics Blueprint,Legendary (0.50%)
9615,,
9616,Kuva Fortress/Pago (Spy),Kuva Fortress/Pago (Spy)
9617,Rotation A,Rotation A
9618,"2,500 Credits Cache",Uncommon (20.00%)
9619,Harrow Neuroptics Blueprint,Uncommon (16.67%)
9620,Steady Hands,Uncommon (13.33%)
9621,Stabilizer,Uncommon (13.33%)
9622,Power Throw,Uncommon (13.33%)
9623,Stretch,Uncommon (13.33%)
9624,200 Endo,Uncommon (10.00%)
9625,Rotation B,Rotation B
9626,Untraceable,Uncommon (10.00%)
9627,Runtime,Uncommon (10.00%)
9628,Scorch,Uncommon (10.00%)
9629,Thermite Rounds,Uncommon (10.00%)
9630,Frostbite,Uncommon (10.00%)
9631,Frigid Blast,Uncommon (10.00%)
9632,Arrow Mutation,Uncommon (10.00%)
9633,Sniper Ammo Mutation,Uncommon (10.00%)
9634,Shotgun Ammo Mutation,Uncommon (10.00%)
9635,Covert Lethality,Uncommon (10.00%)
9636,Rotation C,Rotation C
9637,Meso P11 Relic,Uncommon (11.06%)
9638,Meso H4 Relic,Uncommon (11.06%)
9639,Meso N14 Relic,Uncommon (11.06%)
9640,Meso P10 Relic,Uncommon (11.06%)
9641,Meso D7 Relic,Uncommon (11.06%)
9642,Meso K4 Relic,Uncommon (11.06%)
9643,Meso S12 Relic,Uncommon (11.06%)
9644,Neo S17 Relic,Rare (3.22%)
9645,Neo L2 Relic,Rare (3.22%)
9646,Neo K5 Relic,Rare (3.22%)
9647,Neo N22 Relic,Rare (3.22%)
9648,Neo C3 Relic,Rare (3.22%)
9649,Neo C2 Relic,Rare (3.22%)
9650,Neo M4 Relic,Rare (3.22%)
9651,,
9652,Kuva Fortress/Garus (Rescue),Kuva Fortress/Garus (Rescue)
9653,Rotation A,Rotation A
9654,Phase Specter Blueprint,Very Common (100.00%)
9655,Rotation B,Rotation B
9656,Force Specter Blueprint,Very Common (100.00%)
9657,Rotation C,Rotation C
9658,Cosmic Specter Blueprint,Very Common (100.00%)
9659,,
9660,Sanctuary/Sanctuary Onslaught (Sanctuary Onslaught),Sanctuary/Sanctuary Onslaught (Sanctuary Onslaught)
9661,Rotation A,Rotation A
9662,Khora Chassis Blueprint,Rare (8.33%)
9663,300 Endo,Rare (9.17%)
9664,Corpus Depository Scene,Rare (9.17%)
9665,Grineer Sealab Centrifuge Scene,Rare (9.17%)
9666,Lith G6 Relic,Rare (9.17%)
9667,Lith H8 Relic,Rare (9.17%)
9668,Lith S15 Relic,Rare (9.17%)
9669,Lith S14 Relic,Rare (9.17%)
9670,Lith B11 Relic,Rare (9.17%)
9671,Lith K10 Relic,Rare (9.17%)
9672,Lith R3 Relic,Rare (9.17%)
9673,Rotation B,Rotation B
9674,Synthetic Eidolon Shard,Rare (9.09%)
9675,Khora Neuroptics Blueprint,Rare (9.09%)
9676,300 Endo,Rare (9.09%)
9677,Grineer Settlement Artillery Scene,Rare (9.09%)
9678,Meso P11 Relic,Rare (9.09%)
9679,Meso H4 Relic,Rare (9.09%)
9680,Meso N14 Relic,Rare (9.09%)
9681,Meso P10 Relic,Rare (9.09%)
9682,Meso D7 Relic,Rare (9.09%)
9683,Meso K4 Relic,Rare (9.09%)
9684,Meso S12 Relic,Rare (9.09%)
9685,Rotation C,Rotation C
9686,Khora Systems Blueprint,Uncommon (11.28%)
9687,Khora Blueprint,Uncommon (11.28%)
9688,600 Endo,Rare (9.68%)
9689,Neo S17 Relic,Rare (9.68%)
9690,Neo L2 Relic,Rare (9.68%)
9691,Neo K5 Relic,Rare (9.68%)
9692,Neo N22 Relic,Rare (9.68%)
9693,Neo C3 Relic,Rare (9.68%)
9694,Neo C2 Relic,Rare (9.68%)
9695,Neo M4 Relic,Rare (9.68%)
9696,,
9697,Sanctuary/Elite Sanctuary Onslaught (Sanctuary Onslaught),Sanctuary/Elite Sanctuary Onslaught (Sanctuary Onslaught)
9698,Rotation A,Rotation A
9699,400 Endo,Rare (9.48%)
9700,Lato Vandal Receiver,Rare (2.01%)
9701,Kuva Fortress Crevice Scene,Rare (5.53%)
9702,Lua Balcony Scene,Rare (5.53%)
9703,Lith G6 Relic (Radiant),Rare (9.48%)
9704,Lith H8 Relic (Radiant),Rare (9.48%)
9705,Lith S15 Relic (Radiant),Rare (9.48%)
9706,Lith S14 Relic (Radiant),Rare (9.48%)
9707,Lith B11 Relic (Radiant),Rare (9.48%)
9708,Lith K10 Relic (Radiant),Rare (9.48%)
9709,Lith R3 Relic (Radiant),Rare (9.48%)
9710,Meso P11 Relic (Radiant),Rare (5.53%)
9711,Meso H4 Relic (Radiant),Rare (5.53%)
9712,Rotation B,Rotation B
9713,Synthetic Eidolon Shard,Uncommon (10.84%)
9714,400 Endo,Uncommon (10.84%)
9715,Meso N14 Relic (Radiant),Uncommon (10.84%)
9716,Braton Vandal Barrel,Rare (4.42%)
9717,Braton Vandal Receiver,Rare (4.42%)
9718,Lato Vandal Blueprint,Rare (2.01%)
9719,Meso P10 Relic (Radiant),Uncommon (10.84%)
9720,Meso D7 Relic (Radiant),Uncommon (10.84%)
9721,Meso K4 Relic (Radiant),Uncommon (10.84%)
9722,Neo M4 Relic (Radiant),Uncommon (10.84%)
9723,Neo S17 Relic (Radiant),Rare (4.42%)
9724,Neo L2 Relic (Radiant),Rare (4.42%)
9725,Neo K5 Relic (Radiant),Rare (4.42%)
9726,Rotation C,Rotation C
9727,750 Endo,Uncommon (15.18%)
9728,Braton Vandal Stock,Rare (2.01%)
9729,Braton Vandal Blueprint,Rare (2.01%)
9730,Lato Vandal Barrel,Rare (2.01%)
9731,Peculiar Bloom,Rare (2.01%)
9732,Peculiar Growth,Rare (2.01%)
9733,Neo C3 Relic (Radiant),Uncommon (15.18%)
9734,Neo N22 Relic (Radiant),Uncommon (15.18%)
9735,Neo C2 Relic (Radiant),Uncommon (15.18%)
9736,Neo M4 Relic (Radiant),Uncommon (15.18%)
9737,Axi H6 Relic (Radiant),Rare (2.01%)
9738,Axi A16 Relic (Radiant),Rare (2.01%)
9739,Axi G10 Relic (Radiant),Rare (2.01%)
9740,Axi B6 Relic (Radiant),Rare (2.01%)
9741,Axi K11 Relic (Radiant),Rare (2.01%)
9742,Axi N10 Relic (Radiant),Rare (2.01%)
9743,Axi T10 Relic (Radiant),Rare (2.01%)
9744,,
9745,Veil/Flexa (Skirmish),Veil/Flexa (Skirmish)
9746,Rush Repair Drone,Legendary (0.50%)
9747,400 Endo,Uncommon (20.00%)
9748,600 Endo,Uncommon (10.00%)
9749,3X Riven Sliver,Rare (5.00%)
9750,Forma Blueprint,Rare (2.50%)
9751,Lavan Engines Mk Iii,Rare (6.00%)
9752,Lavan Reactor Mk Iii,Rare (6.00%)
9753,Lavan Shield Array Mk Iii,Rare (6.00%)
9754,Lavan Plating Mk Iii,Rare (6.00%)
9755,Vidar Engines Mk Iii,Rare (6.00%)
9756,Vidar Reactor Mk Iii,Rare (6.00%)
9757,Vidar Shield Array Mk Iii,Rare (6.00%)
9758,Vidar Plating Mk Iii,Rare (6.00%)
9759,Neo S17 Relic,Rare (2.00%)
9760,Neo L2 Relic,Rare (2.00%)
9761,Neo K5 Relic,Rare (2.00%)
9762,Neo N22 Relic,Rare (2.00%)
9763,Neo C3 Relic,Rare (2.00%)
9764,Neo C2 Relic,Rare (2.00%)
9765,Neo M4 Relic,Rare (2.00%)
9766,,
9767,Veil/Flexa (Skirmish) Extra,Veil/Flexa (Skirmish) Extra
9768,200X Carbides,Uncommon (28.57%)
9769,200X Titanium,Uncommon (28.57%)
9770,5X Gallos Rods,Uncommon (14.29%)
9771,5X Asterite,Uncommon (14.29%)
9772,Komms,Rare (7.14%)
9773,Nullstones,Rare (7.14%)
9774,,
9775,Veil/Flexa (Caches),Veil/Flexa (Caches)
9776,Rotation A,Rotation A
9777,400 Endo,Uncommon (25.00%)
9778,600 Endo,Uncommon (15.00%)
9779,Seeker Volley,Rare (4.00%)
9780,Void Hole,Rare (4.00%)
9781,Phoenix Blaze,Rare (4.00%)
9782,Neo S17 Relic,Rare (4.80%)
9783,Neo L2 Relic,Rare (4.80%)
9784,Neo K5 Relic,Rare (4.80%)
9785,Neo N22 Relic,Rare (4.80%)
9786,Neo C3 Relic,Rare (4.80%)
9787,Neo C2 Relic,Rare (4.80%)
9788,Neo M4 Relic,Rare (4.80%)
9789,Neo V9 Relic,Rare (4.80%)
9790,Axi V10 Relic,Rare (4.80%)
9791,Axi S8 Relic,Rare (4.80%)
9792,Rotation B,Rotation B
9793,Spectra Vandal Blueprint,Rare (8.70%)
9794,Spectra Vandal Barrel,Rare (6.52%)
9795,Spectra Vandal Chassis,Rare (6.52%)
9796,Spectra Vandal Handle,Rare (6.52%)
9797,450 Endo,Uncommon (17.39%)
9798,1200 Endo,Uncommon (13.04%)
9799,450 Endo,Rare (8.70%)
9800,600 Endo,Rare (4.35%)
9801,Ignis Wraith Blueprint,Rare (8.70%)
9802,Neo V9 Relic,Rare (6.52%)
9803,Axi V10 Relic,Rare (6.52%)
9804,Axi S8 Relic,Rare (6.52%)
9805,,
9806,Veil/H-2 Cloud (Skirmish),Veil/H-2 Cloud (Skirmish)
9807,Rush Repair Drone,Legendary (0.50%)
9808,400 Endo,Uncommon (20.00%)
9809,600 Endo,Uncommon (10.00%)
9810,3X Riven Sliver,Rare (5.00%)
9811,Forma Blueprint,Rare (2.50%)
9812,Lavan Engines Mk Iii,Rare (6.00%)
9813,Lavan Reactor Mk Iii,Rare (6.00%)
9814,Lavan Shield Array Mk Iii,Rare (6.00%)
9815,Lavan Plating Mk Iii,Rare (6.00%)
9816,Vidar Engines Mk Iii,Rare (6.00%)
9817,Vidar Reactor Mk Iii,Rare (6.00%)
9818,Vidar Shield Array Mk Iii,Rare (6.00%)
9819,Vidar Plating Mk Iii,Rare (6.00%)
9820,Neo S17 Relic,Rare (2.00%)
9821,Neo L2 Relic,Rare (2.00%)
9822,Neo K5 Relic,Rare (2.00%)
9823,Neo N22 Relic,Rare (2.00%)
9824,Neo C3 Relic,Rare (2.00%)
9825,Neo C2 Relic,Rare (2.00%)
9826,Neo M4 Relic,Rare (2.00%)
9827,,
9828,Veil/H-2 Cloud (Skirmish) Extra,Veil/H-2 Cloud (Skirmish) Extra
9829,200X Carbides,Uncommon (28.57%)
9830,200X Titanium,Uncommon (28.57%)
9831,5X Gallos Rods,Uncommon (14.29%)
9832,5X Asterite,Uncommon (14.29%)
9833,Komms,Rare (7.14%)
9834,Nullstones,Rare (7.14%)
9835,,
9836,Veil/H-2 Cloud (Caches),Veil/H-2 Cloud (Caches)
9837,Rotation A,Rotation A
9838,400 Endo,Uncommon (25.00%)
9839,600 Endo,Uncommon (15.00%)
9840,Seeker Volley,Rare (4.00%)
9841,Void Hole,Rare (4.00%)
9842,Phoenix Blaze,Rare (4.00%)
9843,Neo S17 Relic,Rare (4.80%)
9844,Neo L2 Relic,Rare (4.80%)
9845,Neo K5 Relic,Rare (4.80%)
9846,Neo N22 Relic,Rare (4.80%)
9847,Neo C3 Relic,Rare (4.80%)
9848,Neo C2 Relic,Rare (4.80%)
9849,Neo M4 Relic,Rare (4.80%)
9850,Neo V9 Relic,Rare (4.80%)
9851,Axi V10 Relic,Rare (4.80%)
9852,Axi S8 Relic,Rare (4.80%)
9853,Rotation B,Rotation B
9854,Spectra Vandal Blueprint,Rare (8.70%)
9855,Spectra Vandal Barrel,Rare (6.52%)
9856,Spectra Vandal Chassis,Rare (6.52%)
9857,Spectra Vandal Handle,Rare (6.52%)
9858,450 Endo,Uncommon (17.39%)
9859,1200 Endo,Uncommon (13.04%)
9860,450 Endo,Rare (8.70%)
9861,600 Endo,Rare (4.35%)
9862,Ignis Wraith Blueprint,Rare (8.70%)
9863,Neo V9 Relic,Rare (6.52%)
9864,Axi V10 Relic,Rare (6.52%)
9865,Axi S8 Relic,Rare (6.52%)
