,Axi A1 Relic (Intact),Axi A1 Relic (Intact).1
14945,Cernos Prime Blueprint,Uncommon (11.00%)
14946,Forma Blueprint,Uncommon (11.00%)
14947,Saryn Prime Systems Blueprint,Uncommon (25.33%)
14948,Spira Prime Blueprint,Uncommon (25.33%)
14949,Nikana Prime Blueprint,Uncommon (25.33%)
14950,,
14951,Neo S13 Relic (Exceptional),Neo S13 Relic (Exceptional)
14952,Saryn Prime Chassis Blueprint,Rare (4.00%)
14953,Cernos Prime Blueprint,Uncommon (13.00%)
14954,Forma Blueprint,Uncommon (13.00%)
14955,Saryn Prime Systems Blueprint,Uncommon (23.33%)
14956,Spira Prime Blueprint,Uncommon (23.33%)
14957,Nikana Prime Blueprint,Uncommon (23.33%)
14958,,
14959,Neo S13 Relic (Flawless),Neo S13 Relic (Flawless)
14960,Saryn Prime Chassis Blueprint,Rare (6.00%)
14961,Cernos Prime Blueprint,Uncommon (17.00%)
14962,Forma Blueprint,Uncommon (17.00%)
14963,Saryn Prime Systems Blueprint,Uncommon (20.00%)
14964,Spira Prime Blueprint,Uncommon (20.00%)
14965,Nikana Prime Blueprint,Uncommon (20.00%)
14966,,
14967,Neo S13 Relic (Radiant),Neo S13 Relic (Radiant)
14968,Saryn Prime Chassis Blueprint,Uncommon (10.00%)
14969,Cernos Prime Blueprint,Uncommon (20.00%)
14970,Forma Blueprint,Uncommon (20.00%)
14971,Saryn Prime Systems Blueprint,Uncommon (16.67%)
14972,Spira Prime Blueprint,Uncommon (16.67%)
14973,Nikana Prime Blueprint,Uncommon (16.67%)
14974,,
14975,Neo S14 Relic (Intact),Neo S14 Relic (Intact)
14976,Stradavar Prime Blueprint,Rare (2.00%)
14977,Fang Prime Handle,Uncommon (11.00%)
14978,Pangolin Prime Blade,Uncommon (11.00%)
14979,Karyst Prime Blueprint,Uncommon (25.33%)
14980,Ninkondi Prime Blueprint,Uncommon (25.33%)
14981,Forma Blueprint,Uncommon (25.33%)
14982,,
14983,Neo S14 Relic (Exceptional),Neo S14 Relic (Exceptional)
14984,Stradavar Prime Blueprint,Rare (4.00%)
14985,Fang Prime Handle,Uncommon (13.00%)
14986,Pangolin Prime Blade,Uncommon (13.00%)
14987,Karyst Prime Blueprint,Uncommon (23.33%)
14988,Ninkondi Prime Blueprint,Uncommon (23.33%)
14989,Forma Blueprint,Uncommon (23.33%)
14990,,
14991,Neo S14 Relic (Flawless),Neo S14 Relic (Flawless)
14992,Stradavar Prime Blueprint,Rare (6.00%)
14993,Fang Prime Handle,Uncommon (17.00%)
14994,Pangolin Prime Blade,Uncommon (17.00%)
14995,Karyst Prime Blueprint,Uncommon (20.00%)
14996,Ninkondi Prime Blueprint,Uncommon (20.00%)
14997,Forma Blueprint,Uncommon (20.00%)
14998,,
14999,Neo S14 Relic (Radiant),Neo S14 Relic (Radiant)
15000,Stradavar Prime Blueprint,Uncommon (10.00%)
15001,Fang Prime Handle,Uncommon (20.00%)
15002,Pangolin Prime Blade,Uncommon (20.00%)
15003,Karyst Prime Blueprint,Uncommon (16.67%)
15004,Ninkondi Prime Blueprint,Uncommon (16.67%)
15005,Forma Blueprint,Uncommon (16.67%)
15006,,
15007,Neo S15 Relic (Intact),Neo S15 Relic (Intact)
15008,Scourge Prime Barrel,Rare (2.00%)
15009,Garuda Prime Chassis Blueprint,Uncommon (11.00%)
15010,Bronco Prime Barrel,Uncommon (11.00%)
15011,Forma Blueprint,Uncommon (25.33%)
15012,Octavia Prime Neuroptics Blueprint,Uncommon (25.33%)
15013,Astilla Prime Receiver,Uncommon (25.33%)
15014,,
15015,Neo S15 Relic (Exceptional),Neo S15 Relic (Exceptional)
15016,Scourge Prime Barrel,Rare (4.00%)
15017,Garuda Prime Chassis Blueprint,Uncommon (13.00%)
15018,Bronco Prime Barrel,Uncommon (13.00%)
15019,Forma Blueprint,Uncommon (23.33%)
15020,Octavia Prime Neuroptics Blueprint,Uncommon (23.33%)
15021,Astilla Prime Receiver,Uncommon (23.33%)
15022,,
15023,Neo S15 Relic (Flawless),Neo S15 Relic (Flawless)
15024,Scourge Prime Barrel,Rare (6.00%)
15025,Garuda Prime Chassis Blueprint,Uncommon (17.00%)
15026,Bronco Prime Barrel,Uncommon (17.00%)
15027,Forma Blueprint,Uncommon (20.00%)
15028,Octavia Prime Neuroptics Blueprint,Uncommon (20.00%)
15029,Astilla Prime Receiver,Uncommon (20.00%)
15030,,
15031,Neo S15 Relic (Radiant),Neo S15 Relic (Radiant)
15032,Scourge Prime Barrel,Uncommon (10.00%)
15033,Garuda Prime Chassis Blueprint,Uncommon (20.00%)
15034,Bronco Prime Barrel,Uncommon (20.00%)
15035,Forma Blueprint,Uncommon (16.67%)
15036,Octavia Prime Neuroptics Blueprint,Uncommon (16.67%)
15037,Astilla Prime Receiver,Uncommon (16.67%)
15038,,
15039,Neo S16 Relic (Intact),Neo S16 Relic (Intact)
15040,Silva & Aegis Prime Guard,Rare (2.00%)
15041,Oberon Prime Blueprint,Uncommon (11.00%)
15042,Aksomati Prime Barrel,Uncommon (11.00%)
15043,Braton Prime Stock,Uncommon (25.33%)
15044,Forma Blueprint,Uncommon (25.33%)
15045,Lex Prime Receiver,Uncommon (25.33%)
15046,,
15047,Neo S16 Relic (Exceptional),Neo S16 Relic (Exceptional)
15048,Silva & Aegis Prime Guard,Rare (4.00%)
15049,Oberon Prime Blueprint,Uncommon (13.00%)
15050,Aksomati Prime Barrel,Uncommon (13.00%)
15051,Braton Prime Stock,Uncommon (23.33%)
15052,Forma Blueprint,Uncommon (23.33%)
15053,Lex Prime Receiver,Uncommon (23.33%)
15054,,
15055,Neo S16 Relic (Flawless),Neo S16 Relic (Flawless)
15056,Silva & Aegis Prime Guard,Rare (6.00%)
15057,Oberon Prime Blueprint,Uncommon (17.00%)
15058,Aksomati Prime Barrel,Uncommon (17.00%)
15059,Braton Prime Stock,Uncommon (20.00%)
15060,Forma Blueprint,Uncommon (20.00%)
15061,Lex Prime Receiver,Uncommon (20.00%)
15062,,
15063,Neo S16 Relic (Radiant),Neo S16 Relic (Radiant)
15064,Silva & Aegis Prime Guard,Uncommon (10.00%)
15065,Oberon Prime Blueprint,Uncommon (20.00%)
15066,Aksomati Prime Barrel,Uncommon (20.00%)
15067,Braton Prime Stock,Uncommon (16.67%)
15068,Forma Blueprint,Uncommon (16.67%)
15069,Lex Prime Receiver,Uncommon (16.67%)
15070,,
15071,Neo S17 Relic (Intact),Neo S17 Relic (Intact)
15072,Strun Prime Blueprint,Rare (2.00%)
15073,Hildryn Prime Neuroptics Blueprint,Uncommon (11.00%)
15074,Baruuk Prime Chassis Blueprint,Uncommon (11.00%)
15075,Revenant Prime Chassis Blueprint,Uncommon (25.33%)
15076,Forma Blueprint,Uncommon (25.33%)
15077,Paris Prime Lower Limb,Uncommon (25.33%)
15078,,
15079,Neo S17 Relic (Exceptional),Neo S17 Relic (Exceptional)
15080,Strun Prime Blueprint,Rare (4.00%)
15081,Hildryn Prime Neuroptics Blueprint,Uncommon (13.00%)
15082,Baruuk Prime Chassis Blueprint,Uncommon (13.00%)
15083,Revenant Prime Chassis Blueprint,Uncommon (23.33%)
15084,Forma Blueprint,Uncommon (23.33%)
15085,Paris Prime Lower Limb,Uncommon (23.33%)
15086,,
15087,Neo S17 Relic (Flawless),Neo S17 Relic (Flawless)
15088,Strun Prime Blueprint,Rare (6.00%)
15089,Hildryn Prime Neuroptics Blueprint,Uncommon (17.00%)
15090,Baruuk Prime Chassis Blueprint,Uncommon (17.00%)
15091,Revenant Prime Chassis Blueprint,Uncommon (20.00%)
15092,Forma Blueprint,Uncommon (20.00%)
15093,Paris Prime Lower Limb,Uncommon (20.00%)
15094,,
15095,Neo S17 Relic (Radiant),Neo S17 Relic (Radiant)
15096,Strun Prime Blueprint,Uncommon (10.00%)
15097,Hildryn Prime Neuroptics Blueprint,Uncommon (20.00%)
15098,Baruuk Prime Chassis Blueprint,Uncommon (20.00%)
15099,Revenant Prime Chassis Blueprint,Uncommon (16.67%)
15100,Forma Blueprint,Uncommon (16.67%)
15101,Paris Prime Lower Limb,Uncommon (16.67%)
15102,,
15103,Neo S2 Relic (Intact),Neo S2 Relic (Intact)
15104,Nyx Prime Systems Blueprint,Uncommon (11.00%)
15105,Saryn Prime Chassis Blueprint,Rare (2.00%)
15106,Burston Prime Stock,Uncommon (25.33%)
15107,Paris Prime Lower Limb,Uncommon (25.33%)
15108,Nova Prime Systems Blueprint,Uncommon (25.33%)
15109,Paris Prime Upper Limb,Uncommon (11.00%)
15110,,
15111,Neo S2 Relic (Exceptional),Neo S2 Relic (Exceptional)
15112,Nyx Prime Systems Blueprint,Uncommon (13.00%)
15113,Saryn Prime Chassis Blueprint,Rare (4.00%)
15114,Burston Prime Stock,Uncommon (23.33%)
15115,Paris Prime Lower Limb,Uncommon (23.33%)
15116,Nova Prime Systems Blueprint,Uncommon (23.33%)
15117,Paris Prime Upper Limb,Uncommon (13.00%)
15118,,
15119,Neo S2 Relic (Flawless),Neo S2 Relic (Flawless)
15120,Nyx Prime Systems Blueprint,Uncommon (17.00%)
15121,Saryn Prime Chassis Blueprint,Rare (6.00%)
15122,Burston Prime Stock,Uncommon (20.00%)
15123,Paris Prime Lower Limb,Uncommon (20.00%)
15124,Nova Prime Systems Blueprint,Uncommon (20.00%)
15125,Paris Prime Upper Limb,Uncommon (17.00%)
15126,,
15127,Neo S2 Relic (Radiant),Neo S2 Relic (Radiant)
15128,Nyx Prime Systems Blueprint,Uncommon (20.00%)
15129,Saryn Prime Chassis Blueprint,Uncommon (10.00%)
15130,Burston Prime Stock,Uncommon (16.67%)
15131,Paris Prime Lower Limb,Uncommon (16.67%)
15132,Nova Prime Systems Blueprint,Uncommon (16.67%)
15133,Paris Prime Upper Limb,Uncommon (20.00%)
15134,,
15135,Neo S3 Relic (Intact),Neo S3 Relic (Intact)
15136,Soma Prime Barrel,Uncommon (25.33%)
15137,Forma Blueprint,Uncommon (11.00%)
15138,Vasto Prime Blueprint,Uncommon (11.00%)
15139,Spira Prime Blade,Rare (2.00%)
15140,Carrier Prime Blueprint,Uncommon (25.33%)
15141,Burston Prime Receiver,Uncommon (25.33%)
15142,,
15143,Neo S3 Relic (Exceptional),Neo S3 Relic (Exceptional)
15144,Soma Prime Barrel,Uncommon (23.33%)
15145,Forma Blueprint,Uncommon (13.00%)
15146,Vasto Prime Blueprint,Uncommon (13.00%)
15147,Spira Prime Blade,Rare (4.00%)
15148,Carrier Prime Blueprint,Uncommon (23.33%)
15149,Burston Prime Receiver,Uncommon (23.33%)
15150,,
15151,Neo S3 Relic (Flawless),Neo S3 Relic (Flawless)
15152,Soma Prime Barrel,Uncommon (20.00%)
15153,Forma Blueprint,Uncommon (17.00%)
15154,Vasto Prime Blueprint,Uncommon (17.00%)
15155,Spira Prime Blade,Rare (6.00%)
15156,Carrier Prime Blueprint,Uncommon (20.00%)
15157,Burston Prime Receiver,Uncommon (20.00%)
15158,,
15159,Neo S3 Relic (Radiant),Neo S3 Relic (Radiant)
15160,Soma Prime Barrel,Uncommon (16.67%)
15161,Forma Blueprint,Uncommon (20.00%)
15162,Vasto Prime Blueprint,Uncommon (20.00%)
15163,Spira Prime Blade,Uncommon (10.00%)
15164,Carrier Prime Blueprint,Uncommon (16.67%)
15165,Burston Prime Receiver,Uncommon (16.67%)
15166,,
15167,Neo S5 Relic (Intact),Neo S5 Relic (Intact)
15168,Sicarus Prime Receiver,Rare (2.00%)
15169,Glaive Prime Disc,Uncommon (11.00%)
15170,Frost Prime Systems Blueprint,Uncommon (11.00%)
15171,Latron Prime Receiver,Uncommon (25.33%)
15172,Ember Prime Neuroptics Blueprint,Uncommon (25.33%)
15173,Reaper Prime Blueprint,Uncommon (25.33%)
15174,,
15175,Neo S5 Relic (Exceptional),Neo S5 Relic (Exceptional)
15176,Sicarus Prime Receiver,Rare (4.00%)
15177,Glaive Prime Disc,Uncommon (13.00%)
15178,Frost Prime Systems Blueprint,Uncommon (13.00%)
15179,Latron Prime Receiver,Uncommon (23.33%)
15180,Ember Prime Neuroptics Blueprint,Uncommon (23.33%)
15181,Reaper Prime Blueprint,Uncommon (23.33%)
15182,,
15183,Neo S5 Relic (Flawless),Neo S5 Relic (Flawless)
15184,Sicarus Prime Receiver,Rare (6.00%)
15185,Glaive Prime Disc,Uncommon (17.00%)
15186,Frost Prime Systems Blueprint,Uncommon (17.00%)
15187,Latron Prime Receiver,Uncommon (20.00%)
15188,Ember Prime Neuroptics Blueprint,Uncommon (20.00%)
15189,Reaper Prime Blueprint,Uncommon (20.00%)
15190,,
15191,Neo S5 Relic (Radiant),Neo S5 Relic (Radiant)
15192,Sicarus Prime Receiver,Uncommon (10.00%)
15193,Glaive Prime Disc,Uncommon (20.00%)
15194,Frost Prime Systems Blueprint,Uncommon (20.00%)
15195,Latron Prime Receiver,Uncommon (16.67%)
15196,Ember Prime Neuroptics Blueprint,Uncommon (16.67%)
15197,Reaper Prime Blueprint,Uncommon (16.67%)
15198,,
15199,Neo S6 Relic (Intact),Neo S6 Relic (Intact)
15200,Silva & Aegis Prime Guard,Rare (2.00%)
15201,Tigris Prime Receiver,Uncommon (11.00%)
15202,Kavasa Prime Buckle,Uncommon (11.00%)
15203,Burston Prime Blueprint,Uncommon (25.33%)
15204,Forma Blueprint,Uncommon (25.33%)
15205,Trinity Prime Neuroptics Blueprint,Uncommon (25.33%)
15206,,
15207,Neo S6 Relic (Exceptional),Neo S6 Relic (Exceptional)
15208,Silva & Aegis Prime Guard,Rare (4.00%)
15209,Tigris Prime Receiver,Uncommon (13.00%)
15210,Kavasa Prime Buckle,Uncommon (13.00%)
15211,Burston Prime Blueprint,Uncommon (23.33%)
15212,Forma Blueprint,Uncommon (23.33%)
15213,Trinity Prime Neuroptics Blueprint,Uncommon (23.33%)
15214,,
15215,Neo S6 Relic (Flawless),Neo S6 Relic (Flawless)
15216,Silva & Aegis Prime Guard,Rare (6.00%)
15217,Tigris Prime Receiver,Uncommon (17.00%)
15218,Kavasa Prime Buckle,Uncommon (17.00%)
15219,Burston Prime Blueprint,Uncommon (20.00%)
15220,Forma Blueprint,Uncommon (20.00%)
15221,Trinity Prime Neuroptics Blueprint,Uncommon (20.00%)
15222,,
15223,Neo S6 Relic (Radiant),Neo S6 Relic (Radiant)
15224,Silva & Aegis Prime Guard,Uncommon (10.00%)
15225,Tigris Prime Receiver,Uncommon (20.00%)
15226,Kavasa Prime Buckle,Uncommon (20.00%)
15227,Burston Prime Blueprint,Uncommon (16.67%)
15228,Forma Blueprint,Uncommon (16.67%)
15229,Trinity Prime Neuroptics Blueprint,Uncommon (16.67%)
15230,,
15231,Neo S7 Relic (Intact),Neo S7 Relic (Intact)
15232,Silva & Aegis Prime Guard,Rare (2.00%)
15233,Sybaris Prime Receiver,Uncommon (11.00%)
15234,Ballistica Prime Receiver,Uncommon (11.00%)
15235,Banshee Prime Neuroptics Blueprint,Uncommon (25.33%)
15236,Fang Prime Blade,Uncommon (25.33%)
15237,Helios Prime Carapace,Uncommon (25.33%)
15238,,
15239,Neo S7 Relic (Exceptional),Neo S7 Relic (Exceptional)
15240,Silva & Aegis Prime Guard,Rare (4.00%)
15241,Sybaris Prime Receiver,Uncommon (13.00%)
15242,Ballistica Prime Receiver,Uncommon (13.00%)
15243,Banshee Prime Neuroptics Blueprint,Uncommon (23.33%)
15244,Fang Prime Blade,Uncommon (23.33%)
15245,Helios Prime Carapace,Uncommon (23.33%)
15246,,
15247,Neo S7 Relic (Flawless),Neo S7 Relic (Flawless)
15248,Silva & Aegis Prime Guard,Rare (6.00%)
15249,Sybaris Prime Receiver,Uncommon (17.00%)
15250,Ballistica Prime Receiver,Uncommon (17.00%)
15251,Banshee Prime Neuroptics Blueprint,Uncommon (20.00%)
15252,Fang Prime Blade,Uncommon (20.00%)
15253,Helios Prime Carapace,Uncommon (20.00%)
15254,,
15255,Neo S7 Relic (Radiant),Neo S7 Relic (Radiant)
15256,Silva & Aegis Prime Guard,Uncommon (10.00%)
15257,Sybaris Prime Receiver,Uncommon (20.00%)
15258,Ballistica Prime Receiver,Uncommon (20.00%)
15259,Banshee Prime Neuroptics Blueprint,Uncommon (16.67%)
15260,Fang Prime Blade,Uncommon (16.67%)
15261,Helios Prime Carapace,Uncommon (16.67%)
15262,,
15263,Neo S8 Relic (Intact),Neo S8 Relic (Intact)
15264,Spira Prime Pouch,Rare (2.00%)
15265,Nikana Prime Blueprint,Uncommon (11.00%)
15266,Fragor Prime Blueprint,Uncommon (11.00%)
15267,Forma Blueprint,Uncommon (25.33%)
15268,Bronco Prime Receiver,Uncommon (25.33%)
15269,Hydroid Prime Chassis Blueprint,Uncommon (25.33%)
15270,,
15271,Neo S8 Relic (Exceptional),Neo S8 Relic (Exceptional)
15272,Spira Prime Pouch,Rare (4.00%)
15273,Nikana Prime Blueprint,Uncommon (13.00%)
15274,Fragor Prime Blueprint,Uncommon (13.00%)
15275,Forma Blueprint,Uncommon (23.33%)
15276,Bronco Prime Receiver,Uncommon (23.33%)
15277,Hydroid Prime Chassis Blueprint,Uncommon (23.33%)
15278,,
15279,Neo S8 Relic (Flawless),Neo S8 Relic (Flawless)
15280,Spira Prime Pouch,Rare (6.00%)
15281,Nikana Prime Blueprint,Uncommon (17.00%)
15282,Fragor Prime Blueprint,Uncommon (17.00%)
15283,Forma Blueprint,Uncommon (20.00%)
15284,Bronco Prime Receiver,Uncommon (20.00%)
15285,Hydroid Prime Chassis Blueprint,Uncommon (20.00%)
15286,,
15287,Neo S8 Relic (Radiant),Neo S8 Relic (Radiant)
15288,Spira Prime Pouch,Uncommon (10.00%)
15289,Nikana Prime Blueprint,Uncommon (20.00%)
15290,Fragor Prime Blueprint,Uncommon (20.00%)
15291,Forma Blueprint,Uncommon (16.67%)
15292,Bronco Prime Receiver,Uncommon (16.67%)
15293,Hydroid Prime Chassis Blueprint,Uncommon (16.67%)
15294,,
15295,Neo S9 Relic (Intact),Neo S9 Relic (Intact)
15296,Silva & Aegis Prime Guard,Rare (2.00%)
15297,Destreza Prime Blueprint,Uncommon (11.00%)
15298,Forma Blueprint,Uncommon (11.00%)
15299,Akjagara Prime Blueprint,Uncommon (25.33%)
15300,Bronco Prime Blueprint,Uncommon (25.33%)
15301,Mirage Prime Neuroptics Blueprint,Uncommon (25.33%)
15302,,
15303,Neo S9 Relic (Exceptional),Neo S9 Relic (Exceptional)
15304,Silva & Aegis Prime Guard,Rare (4.00%)
15305,Destreza Prime Blueprint,Uncommon (13.00%)
15306,Forma Blueprint,Uncommon (13.00%)
15307,Akjagara Prime Blueprint,Uncommon (23.33%)
15308,Bronco Prime Blueprint,Uncommon (23.33%)
15309,Mirage Prime Neuroptics Blueprint,Uncommon (23.33%)
15310,,
15311,Neo S9 Relic (Flawless),Neo S9 Relic (Flawless)
15312,Silva & Aegis Prime Guard,Rare (6.00%)
15313,Destreza Prime Blueprint,Uncommon (17.00%)
15314,Forma Blueprint,Uncommon (17.00%)
15315,Akjagara Prime Blueprint,Uncommon (20.00%)
15316,Bronco Prime Blueprint,Uncommon (20.00%)
15317,Mirage Prime Neuroptics Blueprint,Uncommon (20.00%)
15318,,
15319,Neo S9 Relic (Radiant),Neo S9 Relic (Radiant)
15320,Silva & Aegis Prime Guard,Uncommon (10.00%)
15321,Destreza Prime Blueprint,Uncommon (20.00%)
15322,Forma Blueprint,Uncommon (20.00%)
15323,Akjagara Prime Blueprint,Uncommon (16.67%)
15324,Bronco Prime Blueprint,Uncommon (16.67%)
15325,Mirage Prime Neuroptics Blueprint,Uncommon (16.67%)
15326,,
15327,Neo T1 Relic (Intact),Neo T1 Relic (Intact)
15328,Tigris Prime Blueprint,Rare (2.00%)
15329,Banshee Prime Blueprint,Uncommon (11.00%)
15330,Fragor Prime Handle,Uncommon (11.00%)
15331,Forma Blueprint,Uncommon (25.33%)
15332,Dual Kamas Prime Blueprint,Uncommon (25.33%)
15333,Burston Prime Blueprint,Uncommon (25.33%)
15334,,
15335,Neo T1 Relic (Exceptional),Neo T1 Relic (Exceptional)
15336,Tigris Prime Blueprint,Rare (4.00%)
15337,Banshee Prime Blueprint,Uncommon (13.00%)
15338,Fragor Prime Handle,Uncommon (13.00%)
15339,Forma Blueprint,Uncommon (23.33%)
15340,Dual Kamas Prime Blueprint,Uncommon (23.33%)
15341,Burston Prime Blueprint,Uncommon (23.33%)
15342,,
15343,Neo T1 Relic (Flawless),Neo T1 Relic (Flawless)
15344,Tigris Prime Blueprint,Rare (6.00%)
15345,Banshee Prime Blueprint,Uncommon (17.00%)
15346,Fragor Prime Handle,Uncommon (17.00%)
15347,Forma Blueprint,Uncommon (20.00%)
15348,Dual Kamas Prime Blueprint,Uncommon (20.00%)
15349,Burston Prime Blueprint,Uncommon (20.00%)
15350,,
15351,Neo T1 Relic (Radiant),Neo T1 Relic (Radiant)
15352,Tigris Prime Blueprint,Uncommon (10.00%)
15353,Banshee Prime Blueprint,Uncommon (20.00%)
15354,Fragor Prime Handle,Uncommon (20.00%)
15355,Forma Blueprint,Uncommon (16.67%)
15356,Dual Kamas Prime Blueprint,Uncommon (16.67%)
15357,Burston Prime Blueprint,Uncommon (16.67%)
15358,,
15359,Neo T2 Relic (Intact),Neo T2 Relic (Intact)
15360,Tekko Prime Blade,Rare (2.00%)
15361,Dethcube Prime Carapace,Uncommon (11.00%)
15362,Forma Blueprint,Uncommon (11.00%)
15363,Akbronco Prime Blueprint,Uncommon (25.33%)
15364,Wukong Prime Neuroptics Blueprint,Uncommon (25.33%)
15365,Fang Prime Blueprint,Uncommon (25.33%)
15366,,
15367,Neo T2 Relic (Exceptional),Neo T2 Relic (Exceptional)
15368,Tekko Prime Blade,Rare (4.00%)
15369,Dethcube Prime Carapace,Uncommon (13.00%)
15370,Forma Blueprint,Uncommon (13.00%)
15371,Akbronco Prime Blueprint,Uncommon (23.33%)
15372,Wukong Prime Neuroptics Blueprint,Uncommon (23.33%)
15373,Fang Prime Blueprint,Uncommon (23.33%)
15374,,
15375,Neo T2 Relic (Flawless),Neo T2 Relic (Flawless)
15376,Tekko Prime Blade,Rare (6.00%)
15377,Dethcube Prime Carapace,Uncommon (17.00%)
15378,Forma Blueprint,Uncommon (17.00%)
15379,Akbronco Prime Blueprint,Uncommon (20.00%)
15380,Wukong Prime Neuroptics Blueprint,Uncommon (20.00%)
15381,Fang Prime Blueprint,Uncommon (20.00%)
15382,,
15383,Neo T2 Relic (Radiant),Neo T2 Relic (Radiant)
15384,Tekko Prime Blade,Uncommon (10.00%)
15385,Dethcube Prime Carapace,Uncommon (20.00%)
15386,Forma Blueprint,Uncommon (20.00%)
15387,Akbronco Prime Blueprint,Uncommon (16.67%)
15388,Wukong Prime Neuroptics Blueprint,Uncommon (16.67%)
15389,Fang Prime Blueprint,Uncommon (16.67%)
15390,,
15391,Neo T3 Relic (Intact),Neo T3 Relic (Intact)
15392,Titania Prime Systems Blueprint,Rare (2.00%)
15393,Inaros Prime Chassis Blueprint,Uncommon (11.00%)
15394,Atlas Prime Chassis Blueprint,Uncommon (11.00%)
15395,Redeemer Prime Blade,Uncommon (25.33%)
15396,Braton Prime Blueprint,Uncommon (25.33%)
15397,Forma Blueprint,Uncommon (25.33%)
15398,,
15399,Neo T3 Relic (Exceptional),Neo T3 Relic (Exceptional)
15400,Titania Prime Systems Blueprint,Rare (4.00%)
15401,Inaros Prime Chassis Blueprint,Uncommon (13.00%)
15402,Atlas Prime Chassis Blueprint,Uncommon (13.00%)
15403,Redeemer Prime Blade,Uncommon (23.33%)
15404,Braton Prime Blueprint,Uncommon (23.33%)
15405,Forma Blueprint,Uncommon (23.33%)
15406,,
15407,Neo T3 Relic (Flawless),Neo T3 Relic (Flawless)
15408,Titania Prime Systems Blueprint,Rare (6.00%)
15409,Inaros Prime Chassis Blueprint,Uncommon (17.00%)
15410,Atlas Prime Chassis Blueprint,Uncommon (17.00%)
15411,Redeemer Prime Blade,Uncommon (20.00%)
15412,Braton Prime Blueprint,Uncommon (20.00%)
15413,Forma Blueprint,Uncommon (20.00%)
15414,,
15415,Neo T3 Relic (Radiant),Neo T3 Relic (Radiant)
15416,Titania Prime Systems Blueprint,Uncommon (10.00%)
15417,Inaros Prime Chassis Blueprint,Uncommon (20.00%)
15418,Atlas Prime Chassis Blueprint,Uncommon (20.00%)
15419,Redeemer Prime Blade,Uncommon (16.67%)
15420,Braton Prime Blueprint,Uncommon (16.67%)
15421,Forma Blueprint,Uncommon (16.67%)
15422,,
15423,Neo T4 Relic (Intact),Neo T4 Relic (Intact)
15424,Tenora Prime Receiver,Rare (2.00%)
15425,Astilla Prime Blueprint,Uncommon (11.00%)
15426,Guandao Prime Blueprint,Uncommon (11.00%)
15427,Braton Prime Stock,Uncommon (25.33%)
15428,Ivara Prime Neuroptics Blueprint,Uncommon (25.33%)
15429,Forma Blueprint,Uncommon (25.33%)
15430,,
15431,Neo T4 Relic (Exceptional),Neo T4 Relic (Exceptional)
15432,Tenora Prime Receiver,Rare (4.00%)
15433,Astilla Prime Blueprint,Uncommon (13.00%)
15434,Guandao Prime Blueprint,Uncommon (13.00%)
15435,Braton Prime Stock,Uncommon (23.33%)
15436,Ivara Prime Neuroptics Blueprint,Uncommon (23.33%)
15437,Forma Blueprint,Uncommon (23.33%)
15438,,
15439,Neo T4 Relic (Flawless),Neo T4 Relic (Flawless)
15440,Tenora Prime Receiver,Rare (6.00%)
15441,Astilla Prime Blueprint,Uncommon (17.00%)
15442,Guandao Prime Blueprint,Uncommon (17.00%)
15443,Braton Prime Stock,Uncommon (20.00%)
15444,Ivara Prime Neuroptics Blueprint,Uncommon (20.00%)
15445,Forma Blueprint,Uncommon (20.00%)
15446,,
15447,Neo T4 Relic (Radiant),Neo T4 Relic (Radiant)
15448,Tenora Prime Receiver,Uncommon (10.00%)
15449,Astilla Prime Blueprint,Uncommon (20.00%)
15450,Guandao Prime Blueprint,Uncommon (20.00%)
